hour,resource,ram_gi,ram_gi_ai_unit_hours,cpu,cpu_ai_unit_hours,gpu,gpu_ai_unit_hours,ai_units
2024-10-26 03:00:00+00:00,steam,27.9396772384643555,0.43655745685100555469,6.0000000000000000,0.75000000000000000000,0,0,0.75000000000000000000
2024-10-26 04:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 04:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 04:00:00+00:00,steam,27.9396772384643555,0.43655745685100555469,6.0000000000000000,0.75000000000000000000,0,0,0.75000000000000000000
2024-10-26 05:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 05:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 05:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 06:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 06:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 06:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 07:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 07:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 07:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 08:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 08:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 08:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 09:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 09:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 09:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 10:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 10:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 10:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 11:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 11:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 11:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 12:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 12:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 12:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 13:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 13:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 13:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 14:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 14:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 14:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 15:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 15:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 15:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 16:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 16:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 16:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 17:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 17:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 17:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 18:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 18:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 18:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 19:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 19:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 19:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 20:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 20:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 20:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 21:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 21:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 21:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 22:00:00+00:00,appstore,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 22:00:00+00:00,mlops,0,0E-20,0,0E-20,0,0,0E-20
2024-10-26 22:00:00+00:00,steam,0,0E-20,0,0E-20,0,0,0E-20
