id,ts,kind,user_id,user_name,resource_type,resource_id,stream,source,payload
7104908e-4345-43f1-bf14-6d13c949f311,2024-12-14 23:26:41.354598+00:00,EVENT,7d0b2551-0ecc-4b14-96ef-e84704a1ca2d,jvargas2,MLOPS_DEPLOYMENT,0a9ae8f2-3033-49a5-9a9b-3c6876ecba2f,ai/h2o/cloud/mlops/deployment/created,localhost:9999,"{'mlopsEvent': {'operationCode': 'DEPLOY', 'operationMessage': 'Model deployed.', 'deploymentCreated': {'deployment': {'id': '0a9ae8f2-3033-49a5-9a9b-3c6876ecba2f', 'mode': 'SINGLE', 'type': 'REAL_TIME', 'displayName': 'lyiuly', 'environment': {'id': '06e8dae7-fd43-4364-8cea-03838f0d607c', 'displayName': 'PROD'}, 'deploymentSpecs': [{'runtime': 'mojo_runtime_shapley_all', 'artifactType': 'dai_mojo_pipeline', 'k8sResources': '{""kubernetesResourceRequirement"":{""requests"":{""cpu"":""200.0m"",""memory"":""768.0Mi""}},""replicas"":1}', 'modelVersion': {'id': 'cd5b34d2-8a9e-47f0-9177-0ad3981296be', 'model': {'id': '946d8217-2c16-49f1-bb6f-c90e8382ab20', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test'}, 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'experiment': {'id': '7cb2cfe3-6c3c-43c5-893a-3cc1687f9a12', 'status': 'EXPERIMENT_STATUS_UNSPECIFIED', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test', 'targetColumn': 'RainTomorrow', 'trainingDuration': '0s'}, 'versionNumber': '1'}}]}}}}"
0ae585bc-31e3-4f00-9395-40e65d0ad1ed,2024-12-14 23:24:31.856328+00:00,EVENT,7d0b2551-0ecc-4b14-96ef-e84704a1ca2d,jvargas2,MLOPS_DEPLOYMENT,6f86ad2f-9008-4889-a844-b44bc09b19d0,ai/h2o/cloud/mlops/deployment/created,localhost:9999,"{'mlopsEvent': {'operationCode': 'DEPLOY', 'operationMessage': 'Model deployed.', 'deploymentCreated': {'deployment': {'id': '6f86ad2f-9008-4889-a844-b44bc09b19d0', 'mode': 'SINGLE', 'type': 'REAL_TIME', 'displayName': 'wrwefwef', 'environment': {'id': '06e8dae7-fd43-4364-8cea-03838f0d607c', 'displayName': 'PROD'}, 'deploymentSpecs': [{'runtime': 'dai-mojo-cpp_experimental', 'artifactType': 'dai_mojo_pipeline', 'k8sResources': '{""kubernetesResourceRequirement"":{""requests"":{""cpu"":""200.0m"",""memory"":""256.0Mi""}},""replicas"":1}', 'modelVersion': {'id': 'cd5b34d2-8a9e-47f0-9177-0ad3981296be', 'model': {'id': '946d8217-2c16-49f1-bb6f-c90e8382ab20', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test'}, 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'experiment': {'id': '7cb2cfe3-6c3c-43c5-893a-3cc1687f9a12', 'status': 'EXPERIMENT_STATUS_UNSPECIFIED', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test', 'targetColumn': 'RainTomorrow', 'trainingDuration': '0s'}, 'versionNumber': '1'}}]}}}}"
fdc9e405-4dc4-4017-af10-41111c9956a1,2024-12-14 23:26:07.645001+00:00,EVENT,7d0b2551-0ecc-4b14-96ef-e84704a1ca2d,jvargas2,MLOPS_DEPLOYMENT,6928386c-14db-4b50-a773-e447571079db,ai/h2o/cloud/mlops/deployment/created,localhost:9999,"{'mlopsEvent': {'operationCode': 'DEPLOY', 'operationMessage': 'Model deployed.', 'deploymentCreated': {'deployment': {'id': '6928386c-14db-4b50-a773-e447571079db', 'mode': 'SINGLE', 'type': 'REAL_TIME', 'displayName': 'fthrthr', 'environment': {'id': '06e8dae7-fd43-4364-8cea-03838f0d607c', 'displayName': 'PROD'}, 'deploymentSpecs': [{'runtime': 'dai_mojo_runtime', 'artifactType': 'dai_mojo_pipeline', 'k8sResources': '{""kubernetesResourceRequirement"":{""requests"":{""cpu"":""200.0m"",""memory"":""256.0Mi""}},""replicas"":1}', 'modelVersion': {'id': 'cd5b34d2-8a9e-47f0-9177-0ad3981296be', 'model': {'id': '946d8217-2c16-49f1-bb6f-c90e8382ab20', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test'}, 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'experiment': {'id': '7cb2cfe3-6c3c-43c5-893a-3cc1687f9a12', 'status': 'EXPERIMENT_STATUS_UNSPECIFIED', 'projectId': '15c501cb-b37c-4320-a7db-c92299abf544', 'displayName': 'test', 'targetColumn': 'RainTomorrow', 'trainingDuration': '0s'}, 'versionNumber': '1'}}]}}}}"
