hour,resource,ai_units
2024-04-16 08:00:00+00:00,appstore,0E-20
2024-04-16 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 08:00:00+00:00,steam,0E-20
2024-04-16 07:00:00+00:00,appstore,0E-20
2024-04-16 07:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 07:00:00+00:00,steam,0E-20
2024-04-16 06:00:00+00:00,appstore,0E-20
2024-04-16 06:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 06:00:00+00:00,steam,0E-20
2024-04-16 05:00:00+00:00,appstore,0E-20
2024-04-16 05:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 05:00:00+00:00,steam,0E-20
2024-04-16 04:00:00+00:00,appstore,0E-20
2024-04-16 04:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 04:00:00+00:00,steam,0E-20
2024-04-16 03:00:00+00:00,appstore,0E-20
2024-04-16 03:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 03:00:00+00:00,steam,0E-20
2024-04-16 02:00:00+00:00,appstore,0E-20
2024-04-16 02:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 02:00:00+00:00,steam,0E-20
2024-04-16 01:00:00+00:00,appstore,0E-20
2024-04-16 01:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 01:00:00+00:00,steam,0E-20
2024-04-16 00:00:00+00:00,appstore,0E-20
2024-04-16 00:00:00+00:00,mlops,0.50000000000000000000
2024-04-16 00:00:00+00:00,steam,0E-20
2024-04-15 23:00:00+00:00,appstore,0E-20
2024-04-15 23:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 23:00:00+00:00,steam,0E-20
2024-04-15 22:00:00+00:00,appstore,0E-20
2024-04-15 22:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 22:00:00+00:00,steam,0E-20
2024-04-15 21:00:00+00:00,appstore,0E-20
2024-04-15 21:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 21:00:00+00:00,steam,0E-20
2024-04-15 20:00:00+00:00,appstore,0E-20
2024-04-15 20:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 20:00:00+00:00,steam,0E-20
2024-04-15 19:00:00+00:00,appstore,0E-20
2024-04-15 19:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 19:00:00+00:00,steam,0E-20
2024-04-15 18:00:00+00:00,appstore,0E-20
2024-04-15 18:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 18:00:00+00:00,steam,0E-20
2024-04-15 17:00:00+00:00,appstore,0E-20
2024-04-15 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 17:00:00+00:00,steam,0E-20
2024-04-15 16:00:00+00:00,appstore,0E-20
2024-04-15 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 16:00:00+00:00,steam,0E-20
2024-04-15 15:00:00+00:00,appstore,0E-20
2024-04-15 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 15:00:00+00:00,steam,0E-20
2024-04-15 14:00:00+00:00,appstore,0E-20
2024-04-15 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 14:00:00+00:00,steam,0E-20
2024-04-15 13:00:00+00:00,appstore,0E-20
2024-04-15 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 13:00:00+00:00,steam,0E-20
2024-04-15 12:00:00+00:00,appstore,0E-20
2024-04-15 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 12:00:00+00:00,steam,0E-20
2024-04-15 11:00:00+00:00,appstore,0E-20
2024-04-15 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 11:00:00+00:00,steam,0E-20
2024-04-15 10:00:00+00:00,appstore,0E-20
2024-04-15 10:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 10:00:00+00:00,steam,0E-20
2024-04-15 09:00:00+00:00,appstore,0E-20
2024-04-15 09:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 09:00:00+00:00,steam,0E-20
2024-04-15 08:00:00+00:00,appstore,0E-20
2024-04-15 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 08:00:00+00:00,steam,0E-20
2024-04-15 07:00:00+00:00,appstore,0E-20
2024-04-15 07:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 07:00:00+00:00,steam,0E-20
2024-04-15 06:00:00+00:00,appstore,0E-20
2024-04-15 06:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 06:00:00+00:00,steam,0E-20
2024-04-15 05:00:00+00:00,appstore,0E-20
2024-04-15 05:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 05:00:00+00:00,steam,0E-20
2024-04-15 04:00:00+00:00,appstore,0E-20
2024-04-15 04:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 04:00:00+00:00,steam,0E-20
2024-04-15 03:00:00+00:00,appstore,0E-20
2024-04-15 03:00:00+00:00,mlops,0.50000000000000000000
2024-04-15 03:00:00+00:00,steam,0E-20
2024-04-12 08:00:00+00:00,appstore,0E-20
2024-04-12 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-12 08:00:00+00:00,steam,0E-20
2024-04-12 01:00:00+00:00,appstore,0E-20
2024-04-12 01:00:00+00:00,mlops,0.50000000000000000000
2024-04-12 01:00:00+00:00,steam,0E-20
2024-04-11 17:00:00+00:00,appstore,0E-20
2024-04-11 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-11 17:00:00+00:00,steam,0E-20
2024-04-11 16:00:00+00:00,appstore,0E-20
2024-04-11 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-11 16:00:00+00:00,steam,0E-20
2024-04-11 15:00:00+00:00,appstore,0E-20
2024-04-11 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-11 15:00:00+00:00,steam,0E-20
2024-04-10 20:00:00+00:00,appstore,0E-20
2024-04-10 20:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 20:00:00+00:00,steam,0E-20
2024-04-10 19:00:00+00:00,appstore,0E-20
2024-04-10 19:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 19:00:00+00:00,steam,0E-20
2024-04-10 17:00:00+00:00,appstore,0E-20
2024-04-10 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 17:00:00+00:00,steam,0E-20
2024-04-10 16:00:00+00:00,appstore,0E-20
2024-04-10 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 16:00:00+00:00,steam,0E-20
2024-04-10 15:00:00+00:00,appstore,0E-20
2024-04-10 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 15:00:00+00:00,steam,0E-20
2024-04-10 14:00:00+00:00,appstore,0E-20
2024-04-10 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 14:00:00+00:00,steam,0E-20
2024-04-10 13:00:00+00:00,appstore,0E-20
2024-04-10 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 13:00:00+00:00,steam,0E-20
2024-04-10 12:00:00+00:00,appstore,0E-20
2024-04-10 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 12:00:00+00:00,steam,0E-20
2024-04-10 11:00:00+00:00,appstore,0E-20
2024-04-10 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 11:00:00+00:00,steam,0E-20
2024-04-10 10:00:00+00:00,appstore,0E-20
2024-04-10 10:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 10:00:00+00:00,steam,0E-20
2024-04-10 09:00:00+00:00,appstore,0E-20
2024-04-10 09:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 09:00:00+00:00,steam,0E-20
2024-04-10 08:00:00+00:00,appstore,0E-20
2024-04-10 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 08:00:00+00:00,steam,0E-20
2024-04-10 07:00:00+00:00,appstore,0E-20
2024-04-10 07:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 07:00:00+00:00,steam,0E-20
2024-04-10 06:00:00+00:00,appstore,0E-20
2024-04-10 06:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 06:00:00+00:00,steam,0E-20
2024-04-10 05:00:00+00:00,appstore,0E-20
2024-04-10 05:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 05:00:00+00:00,steam,0E-20
2024-04-10 04:00:00+00:00,appstore,0E-20
2024-04-10 04:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 04:00:00+00:00,steam,0E-20
2024-04-10 03:00:00+00:00,appstore,0E-20
2024-04-10 03:00:00+00:00,mlops,0.50000000000000000000
2024-04-10 03:00:00+00:00,steam,0E-20
2024-04-09 17:00:00+00:00,appstore,0E-20
2024-04-09 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 17:00:00+00:00,steam,0E-20
2024-04-09 16:00:00+00:00,appstore,0E-20
2024-04-09 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 16:00:00+00:00,steam,0E-20
2024-04-09 15:00:00+00:00,appstore,0E-20
2024-04-09 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 15:00:00+00:00,steam,0E-20
2024-04-09 14:00:00+00:00,appstore,0E-20
2024-04-09 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 14:00:00+00:00,steam,0E-20
2024-04-09 13:00:00+00:00,appstore,0E-20
2024-04-09 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 13:00:00+00:00,steam,0E-20
2024-04-09 12:00:00+00:00,appstore,0E-20
2024-04-09 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 12:00:00+00:00,steam,0E-20
2024-04-09 11:00:00+00:00,appstore,0E-20
2024-04-09 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 11:00:00+00:00,steam,0E-20
2024-04-09 10:00:00+00:00,appstore,0E-20
2024-04-09 10:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 10:00:00+00:00,steam,0E-20
2024-04-09 09:00:00+00:00,appstore,0E-20
2024-04-09 09:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 09:00:00+00:00,steam,0E-20
2024-04-09 08:00:00+00:00,appstore,0E-20
2024-04-09 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 08:00:00+00:00,steam,0E-20
2024-04-09 07:00:00+00:00,appstore,0E-20
2024-04-09 07:00:00+00:00,mlops,0.50000000000000000000
2024-04-09 07:00:00+00:00,steam,0E-20
2024-04-08 17:00:00+00:00,appstore,0E-20
2024-04-08 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 17:00:00+00:00,steam,0E-20
2024-04-08 16:00:00+00:00,appstore,0E-20
2024-04-08 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 16:00:00+00:00,steam,0E-20
2024-04-08 15:00:00+00:00,appstore,0E-20
2024-04-08 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 15:00:00+00:00,steam,0E-20
2024-04-08 14:00:00+00:00,appstore,0E-20
2024-04-08 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 14:00:00+00:00,steam,0E-20
2024-04-08 13:00:00+00:00,appstore,0E-20
2024-04-08 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 13:00:00+00:00,steam,0E-20
2024-04-08 12:00:00+00:00,appstore,0E-20
2024-04-08 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 12:00:00+00:00,steam,0E-20
2024-04-08 11:00:00+00:00,appstore,0E-20
2024-04-08 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 11:00:00+00:00,steam,0E-20
2024-04-08 10:00:00+00:00,appstore,0E-20
2024-04-08 10:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 10:00:00+00:00,steam,0E-20
2024-04-08 09:00:00+00:00,appstore,0E-20
2024-04-08 09:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 09:00:00+00:00,steam,0E-20
2024-04-08 08:00:00+00:00,appstore,0E-20
2024-04-08 08:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 08:00:00+00:00,steam,0E-20
2024-04-08 07:00:00+00:00,appstore,0E-20
2024-04-08 07:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 07:00:00+00:00,steam,0E-20
2024-04-08 06:00:00+00:00,appstore,0E-20
2024-04-08 06:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 06:00:00+00:00,steam,0E-20
2024-04-08 05:00:00+00:00,appstore,0E-20
2024-04-08 05:00:00+00:00,mlops,0.50000000000000000000
2024-04-08 05:00:00+00:00,steam,0E-20
2024-04-05 15:00:00+00:00,appstore,0.12500000000000000000
2024-04-05 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-05 15:00:00+00:00,steam,0E-20
2024-04-05 14:00:00+00:00,appstore,0.12500000000000000000
2024-04-05 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-05 14:00:00+00:00,steam,0E-20
2024-04-05 13:00:00+00:00,appstore,0.12500000000000000000
2024-04-05 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-05 13:00:00+00:00,steam,0E-20
2024-04-05 12:00:00+00:00,appstore,0.12500000000000000000
2024-04-05 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-05 12:00:00+00:00,steam,0E-20
2024-04-05 11:00:00+00:00,appstore,0E-20
2024-04-05 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-05 11:00:00+00:00,steam,0E-20
2024-04-05 10:00:00+00:00,appstore,0E-20
2024-04-05 10:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 10:00:00+00:00,steam,0E-20
2024-04-05 09:00:00+00:00,appstore,0E-20
2024-04-05 09:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 09:00:00+00:00,steam,0E-20
2024-04-05 08:00:00+00:00,appstore,0E-20
2024-04-05 08:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 08:00:00+00:00,steam,0E-20
2024-04-05 07:00:00+00:00,appstore,0E-20
2024-04-05 07:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 07:00:00+00:00,steam,0E-20
2024-04-05 06:00:00+00:00,appstore,0E-20
2024-04-05 06:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 06:00:00+00:00,steam,0E-20
2024-04-05 05:00:00+00:00,appstore,0E-20
2024-04-05 05:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 05:00:00+00:00,steam,0E-20
2024-04-05 04:00:00+00:00,appstore,0E-20
2024-04-05 04:00:00+00:00,mlops,0.37500000000000000000
2024-04-05 04:00:00+00:00,steam,0E-20
2024-04-04 19:00:00+00:00,appstore,0E-20
2024-04-04 19:00:00+00:00,mlops,0E-20
2024-04-04 19:00:00+00:00,steam,0E-20
2024-04-04 17:00:00+00:00,appstore,0E-20
2024-04-04 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-04 17:00:00+00:00,steam,0E-20
2024-04-04 16:00:00+00:00,appstore,0E-20
2024-04-04 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-04 16:00:00+00:00,steam,0E-20
2024-04-04 15:00:00+00:00,appstore,0E-20
2024-04-04 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-04 15:00:00+00:00,steam,0E-20
2024-04-04 14:00:00+00:00,appstore,0E-20
2024-04-04 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-04 14:00:00+00:00,steam,0E-20
2024-04-04 13:00:00+00:00,appstore,0E-20
2024-04-04 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-04 13:00:00+00:00,steam,0E-20
2024-04-04 12:00:00+00:00,appstore,0E-20
2024-04-04 12:00:00+00:00,mlops,0E-20
2024-04-04 12:00:00+00:00,steam,0E-20
2024-04-04 11:00:00+00:00,appstore,0E-20
2024-04-04 11:00:00+00:00,mlops,0E-20
2024-04-04 11:00:00+00:00,steam,0E-20
2024-04-04 10:00:00+00:00,appstore,0E-20
2024-04-04 10:00:00+00:00,mlops,0E-20
2024-04-04 10:00:00+00:00,steam,0E-20
2024-04-04 09:00:00+00:00,appstore,0E-20
2024-04-04 09:00:00+00:00,mlops,0E-20
2024-04-04 09:00:00+00:00,steam,0E-20
2024-04-04 08:00:00+00:00,appstore,0E-20
2024-04-04 08:00:00+00:00,mlops,0E-20
2024-04-04 08:00:00+00:00,steam,0E-20
2024-04-04 07:00:00+00:00,appstore,0E-20
2024-04-04 07:00:00+00:00,mlops,0E-20
2024-04-04 07:00:00+00:00,steam,0E-20
2024-04-04 06:00:00+00:00,appstore,0E-20
2024-04-04 06:00:00+00:00,mlops,0E-20
2024-04-04 06:00:00+00:00,steam,0E-20
2024-04-04 05:00:00+00:00,appstore,0E-20
2024-04-04 05:00:00+00:00,mlops,0E-20
2024-04-04 05:00:00+00:00,steam,0E-20
2024-04-04 04:00:00+00:00,appstore,0E-20
2024-04-04 04:00:00+00:00,mlops,0E-20
2024-04-04 04:00:00+00:00,steam,0E-20
2024-04-03 17:00:00+00:00,appstore,0E-20
2024-04-03 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 17:00:00+00:00,steam,0E-20
2024-04-03 16:00:00+00:00,appstore,0E-20
2024-04-03 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 16:00:00+00:00,steam,0E-20
2024-04-03 15:00:00+00:00,appstore,0E-20
2024-04-03 15:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 15:00:00+00:00,steam,0E-20
2024-04-03 14:00:00+00:00,appstore,0E-20
2024-04-03 14:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 14:00:00+00:00,steam,0E-20
2024-04-03 13:00:00+00:00,appstore,0E-20
2024-04-03 13:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 13:00:00+00:00,steam,0E-20
2024-04-03 12:00:00+00:00,appstore,0E-20
2024-04-03 12:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 12:00:00+00:00,steam,0E-20
2024-04-03 11:00:00+00:00,appstore,0E-20
2024-04-03 11:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 11:00:00+00:00,steam,0E-20
2024-04-03 10:00:00+00:00,appstore,0E-20
2024-04-03 10:00:00+00:00,mlops,0.50000000000000000000
2024-04-03 10:00:00+00:00,steam,0E-20
2024-04-03 09:00:00+00:00,appstore,0E-20
2024-04-03 09:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 09:00:00+00:00,steam,0E-20
2024-04-03 08:00:00+00:00,appstore,0E-20
2024-04-03 08:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 08:00:00+00:00,steam,0E-20
2024-04-03 07:00:00+00:00,appstore,0E-20
2024-04-03 07:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 07:00:00+00:00,steam,0E-20
2024-04-03 06:00:00+00:00,appstore,0E-20
2024-04-03 06:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 06:00:00+00:00,steam,0E-20
2024-04-03 05:00:00+00:00,appstore,0E-20
2024-04-03 05:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 05:00:00+00:00,steam,0E-20
2024-04-03 04:00:00+00:00,appstore,0E-20
2024-04-03 04:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 04:00:00+00:00,steam,0E-20
2024-04-03 03:00:00+00:00,appstore,0E-20
2024-04-03 03:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 03:00:00+00:00,steam,0E-20
2024-04-03 02:00:00+00:00,appstore,0E-20
2024-04-03 02:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 02:00:00+00:00,steam,0E-20
2024-04-03 01:00:00+00:00,appstore,0E-20
2024-04-03 01:00:00+00:00,mlops,0.37500000000000000000
2024-04-03 01:00:00+00:00,steam,0E-20
2024-04-02 17:00:00+00:00,appstore,0E-20
2024-04-02 17:00:00+00:00,mlops,0.50000000000000000000
2024-04-02 17:00:00+00:00,steam,0.12500000000000000000
2024-04-02 16:00:00+00:00,appstore,0E-20
2024-04-02 16:00:00+00:00,mlops,0.50000000000000000000
2024-04-02 16:00:00+00:00,steam,0.12500000000000000000
2024-04-02 15:00:00+00:00,appstore,0E-20
2024-04-02 15:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 15:00:00+00:00,steam,0.12500000000000000000
2024-04-02 14:00:00+00:00,appstore,0E-20
2024-04-02 14:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 14:00:00+00:00,steam,0E-20
2024-04-02 13:00:00+00:00,appstore,0E-20
2024-04-02 13:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 13:00:00+00:00,steam,0E-20
2024-04-02 12:00:00+00:00,appstore,0E-20
2024-04-02 12:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 12:00:00+00:00,steam,0E-20
2024-04-02 11:00:00+00:00,appstore,0E-20
2024-04-02 11:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 11:00:00+00:00,steam,0E-20
2024-04-02 10:00:00+00:00,appstore,0E-20
2024-04-02 10:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 10:00:00+00:00,steam,0E-20
2024-04-02 09:00:00+00:00,appstore,0E-20
2024-04-02 09:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 09:00:00+00:00,steam,0E-20
2024-04-02 08:00:00+00:00,appstore,0E-20
2024-04-02 08:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 08:00:00+00:00,steam,0E-20
2024-04-02 07:00:00+00:00,appstore,0E-20
2024-04-02 07:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 07:00:00+00:00,steam,0E-20
2024-04-02 06:00:00+00:00,appstore,0E-20
2024-04-02 06:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 06:00:00+00:00,steam,0E-20
2024-04-02 05:00:00+00:00,appstore,0E-20
2024-04-02 05:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 05:00:00+00:00,steam,0E-20
2024-04-02 04:00:00+00:00,appstore,0E-20
2024-04-02 04:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 04:00:00+00:00,steam,0E-20
2024-04-02 03:00:00+00:00,appstore,0E-20
2024-04-02 03:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 03:00:00+00:00,steam,0E-20
2024-04-02 02:00:00+00:00,appstore,0E-20
2024-04-02 02:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 02:00:00+00:00,steam,0E-20
2024-04-02 01:00:00+00:00,appstore,0E-20
2024-04-02 01:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 01:00:00+00:00,steam,0E-20
2024-04-02 00:00:00+00:00,appstore,0E-20
2024-04-02 00:00:00+00:00,mlops,0.37500000000000000000
2024-04-02 00:00:00+00:00,steam,0E-20
2024-04-01 23:00:00+00:00,appstore,0E-20
2024-04-01 23:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 23:00:00+00:00,steam,0E-20
2024-04-01 22:00:00+00:00,appstore,0E-20
2024-04-01 22:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 22:00:00+00:00,steam,0E-20
2024-04-01 21:00:00+00:00,appstore,0E-20
2024-04-01 21:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 21:00:00+00:00,steam,0E-20
2024-04-01 20:00:00+00:00,appstore,0E-20
2024-04-01 20:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 20:00:00+00:00,steam,0E-20
2024-04-01 19:00:00+00:00,appstore,0E-20
2024-04-01 19:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 19:00:00+00:00,steam,0E-20
2024-04-01 18:00:00+00:00,appstore,0E-20
2024-04-01 18:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 18:00:00+00:00,steam,0E-20
2024-04-01 17:00:00+00:00,appstore,0E-20
2024-04-01 17:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 17:00:00+00:00,steam,0E-20
2024-04-01 16:00:00+00:00,appstore,0E-20
2024-04-01 16:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 16:00:00+00:00,steam,0E-20
2024-04-01 15:00:00+00:00,appstore,0E-20
2024-04-01 15:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 15:00:00+00:00,steam,0E-20
2024-04-01 14:00:00+00:00,appstore,0E-20
2024-04-01 14:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 14:00:00+00:00,steam,0E-20
2024-04-01 13:00:00+00:00,appstore,0E-20
2024-04-01 13:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 13:00:00+00:00,steam,0E-20
2024-04-01 12:00:00+00:00,appstore,0E-20
2024-04-01 12:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 12:00:00+00:00,steam,0E-20
2024-04-01 11:00:00+00:00,appstore,0E-20
2024-04-01 11:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 11:00:00+00:00,steam,0E-20
2024-04-01 10:00:00+00:00,appstore,0E-20
2024-04-01 10:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 10:00:00+00:00,steam,0E-20
2024-04-01 09:00:00+00:00,appstore,0E-20
2024-04-01 09:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 09:00:00+00:00,steam,0E-20
2024-04-01 08:00:00+00:00,appstore,0E-20
2024-04-01 08:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 08:00:00+00:00,steam,0E-20
2024-04-01 07:00:00+00:00,appstore,0E-20
2024-04-01 07:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 07:00:00+00:00,steam,0E-20
2024-04-01 06:00:00+00:00,appstore,0E-20
2024-04-01 06:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 06:00:00+00:00,steam,0E-20
2024-04-01 05:00:00+00:00,appstore,0E-20
2024-04-01 05:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 05:00:00+00:00,steam,0E-20
2024-04-01 04:00:00+00:00,appstore,0E-20
2024-04-01 04:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 04:00:00+00:00,steam,0E-20
2024-04-01 03:00:00+00:00,appstore,0E-20
2024-04-01 03:00:00+00:00,mlops,0.37500000000000000000
2024-04-01 03:00:00+00:00,steam,0E-20
2024-03-29 15:00:00+00:00,appstore,0E-20
2024-03-29 15:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 15:00:00+00:00,steam,0E-20
2024-03-29 14:00:00+00:00,appstore,0E-20
2024-03-29 14:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 14:00:00+00:00,steam,0E-20
2024-03-29 13:00:00+00:00,appstore,0E-20
2024-03-29 13:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 13:00:00+00:00,steam,0E-20
2024-03-29 10:00:00+00:00,appstore,0E-20
2024-03-29 10:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 10:00:00+00:00,steam,0E-20
2024-03-29 09:00:00+00:00,appstore,0E-20
2024-03-29 09:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 09:00:00+00:00,steam,0E-20
2024-03-29 08:00:00+00:00,appstore,0E-20
2024-03-29 08:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 08:00:00+00:00,steam,0E-20
2024-03-29 07:00:00+00:00,appstore,0E-20
2024-03-29 07:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 07:00:00+00:00,steam,0E-20
2024-03-29 06:00:00+00:00,appstore,0E-20
2024-03-29 06:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 06:00:00+00:00,steam,0E-20
2024-03-29 05:00:00+00:00,appstore,0E-20
2024-03-29 05:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 05:00:00+00:00,steam,0E-20
2024-03-29 04:00:00+00:00,appstore,0E-20
2024-03-29 04:00:00+00:00,mlops,0.37500000000000000000
2024-03-29 04:00:00+00:00,steam,0E-20
